Student_ID,Name,Age,Gender,Institution_Type,Board,Department,Class_Semester,Attendance,Study_Hours,Assignment_Completion,Previous_GPA,Participation_Score,Internet_Usage,Sleep_Hours,Subject_1_Name,Subject_1_Score,Subject_2_Name,Subject_2_Score,Subject_3_Name,Subject_3_Score,Subject_4_Name,Subject_4_Score,Subject_5_Name,Subject_5_Score,Final_Score,GPA,Grade,Academic_Health_Score,Risk_Level
STU02876,Ishita Rao,23,Male,Commerce,N/A,Banking,Semester 3,78.79,2.09,70.44,7.4,3.59,1.82,6.5,Accountancy,58.29,Business_Studies,63.71,Economics,72.51,Statistics,75.14,Elective,52.09,62.32,6.23,B,62.99,Medium_Risk
STU02877,Diya Reddy,21,Other,Commerce,N/A,Economics,Semester 3,79.15,3.75,56.21,5.81,7.06,3.89,6.55,Accountancy,46.54,Business_Studies,50.6,Economics,62.03,Statistics,71.28,Elective,42.5,50.72,5.07,C,61.97,Medium_Risk
STU02878,Vivaan Chopra,16,Other,School,State_Board,General,Class 11,80.54,4.46,51.85,7.08,7.19,3.56,6.55,Mathematics,55.85,Science,58.18,Social_Science,79.09,English,51.45,Second_Language,65.22,61.86,6.19,B,65.19,Medium_Risk
STU02879,Nikhil Nair,28,Male,Postgraduate,N/A,M.A Economics,Semester 3,80.03,2.24,27.61,8.2,4.7,5.71,6.44,Core_Subject_1,55.84,Core_Subject_2,42.86,Research_Methodology,43.2,Elective,61.08,Seminar,48.77,50.91,5.09,C,51.73,High_Risk
STU02880,Aanya Verma,17,Other,Engineering,N/A,Electronics,Semester 5,79.35,3.03,71.75,5.3,4.77,3.16,6.63,Engineering_Mathematics,63.14,Programming,57.96,Data_Structures,51.62,DBMS,57.55,Operating_Systems,34.26,57.83,5.78,C,62.93,Medium_Risk
STU02881,Sara Reddy,20,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 4,56.71,5.08,65.46,5.25,3.15,1.34,5.15,Core_Subject_1,70.69,Core_Subject_2,55.62,Laboratory,64.44,Workshop,64.7,Elective,54.77,44.16,4.42,D,61.16,Medium_Risk
STU02882,Aarav Iyer,17,Other,School,State_Board,General,Class 10,69.02,4.62,67.0,6.44,3.25,5.22,6.39,Mathematics,60.9,Science,57.42,Social_Science,44.33,English,78.51,Second_Language,53.23,51.35,5.13,C,63.83,Medium_Risk
STU02883,Varun Singh,28,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 3,90.64,7.51,83.74,5.84,5.6,3.65,8.8,Core_Subject_1,81.34,Core_Subject_2,74.76,Research_Methodology,70.68,Elective,66.58,Seminar,49.48,68.87,6.89,B,84.39,Low_Risk
STU02884,Pooja Kapoor,17,Male,Arts_Science,N/A,Mathematics,Semester 6,67.27,0.0,58.73,6.82,7.41,1.04,4.6,Core_Subject_1,43.92,Core_Subject_2,74.02,Core_Subject_3,66.02,Language,51.14,Elective,59.99,52.94,5.29,C,50.04,High_Risk
STU02885,Karthik Singh,22,Male,Diploma,N/A,Polytechnic - Civil,Semester 7,85.06,10.39,91.03,7.12,4.8,1.33,7.59,Core_Subject_1,69.5,Core_Subject_2,53.08,Laboratory,85.58,Workshop,74.97,Elective,79.03,65.76,6.58,B,86.08,Low_Risk
STU02886,Kiara Bansal,20,Male,Diploma,N/A,Polytechnic - Mechanical,Semester 1,91.76,6.38,82.73,6.33,2.42,5.76,5.7,Core_Subject_1,76.54,Core_Subject_2,70.25,Laboratory,64.57,Workshop,71.68,Elective,66.02,65.5,6.55,B,82.06,Low_Risk
STU02887,Om Rao,23,Male,Engineering,N/A,Electrical,Semester 1,95.02,5.54,65.54,7.02,8.92,4.83,9.46,Engineering_Mathematics,66.09,Programming,70.5,Data_Structures,84.45,DBMS,85.2,Operating_Systems,76.63,61.89,6.19,B,79.35,Low_Risk
STU02888,Vikram Chopra,15,Female,School,CBSE,General,Class 10,82.05,6.31,100.0,6.04,5.23,0.0,8.8,Mathematics,59.33,Science,76.74,Social_Science,64.11,English,84.97,Second_Language,53.93,74.78,7.48,A,81.44,Low_Risk
STU02889,Ishaan Pillai,22,Other,Commerce,N/A,Accounting & Finance,Semester 4,63.57,6.74,95.77,9.13,2.72,6.47,9.07,Accountancy,68.66,Business_Studies,74.09,Economics,73.97,Statistics,93.05,Elective,65.88,68.6,6.86,B,77.03,Low_Risk
STU02890,Shreya Joshi,11,Other,School,ICSE,General,Class 8,65.0,2.08,93.56,4.47,2.25,2.34,6.97,Mathematics,53.5,Science,50.12,Social_Science,67.07,English,48.74,Second_Language,51.11,61.3,6.13,B,60.19,High_Risk
STU02891,Kavya Desai,21,Other,Commerce,N/A,Banking,Semester 5,66.24,8.92,72.45,5.12,2.26,2.86,6.74,Accountancy,60.17,Business_Studies,78.58,Economics,70.48,Statistics,58.34,Elective,76.76,49.8,4.98,D,74.89,Low_Risk
STU02892,Neha Reddy,22,Other,Engineering,N/A,Electrical,Semester 1,87.38,0.38,100.0,6.88,7.16,4.14,6.08,Engineering_Mathematics,66.09,Programming,64.08,Data_Structures,53.32,DBMS,67.54,Operating_Systems,56.53,68.57,6.86,B,66.9,Medium_Risk
STU02893,Pooja Chopra,26,Female,Postgraduate,N/A,M.A Economics,Semester 2,69.44,5.42,85.51,5.73,5.43,5.04,8.32,Core_Subject_1,62.54,Core_Subject_2,51.78,Research_Methodology,58.17,Elective,68.43,Seminar,72.85,58.16,5.82,C,70.65,Low_Risk
STU02894,Aarav Iyer,19,Male,Engineering,N/A,Electrical,Semester 8,54.58,4.43,80.21,8.0,6.95,0.13,7.7,Engineering_Mathematics,68.26,Programming,51.27,Data_Structures,63.78,DBMS,68.91,Operating_Systems,59.22,67.45,6.74,B,61.79,Medium_Risk
STU02895,Arjun Gupta,13,Other,School,State_Board,General,Class 10,97.59,4.07,49.93,8.34,6.19,6.19,7.97,Mathematics,53.94,Science,62.91,Social_Science,62.14,English,52.22,Second_Language,60.27,63.25,6.33,B,68.88,Low_Risk
STU02896,Sara Rao,27,Male,Postgraduate,N/A,M.A Economics,Semester 4,79.0,2.98,48.17,3.87,6.21,5.59,8.17,Core_Subject_1,57.94,Core_Subject_2,49.87,Research_Methodology,42.54,Elective,60.05,Seminar,48.82,53.25,5.32,C,57.7,High_Risk
STU02897,Karthik Menon,15,Female,School,CBSE,General,Class 9,70.43,3.27,68.52,2.95,6.69,5.22,7.64,Mathematics,59.99,Science,41.8,Social_Science,58.23,English,51.95,Second_Language,59.55,47.56,4.76,D,60.1,High_Risk
STU02898,Sanjay Bansal,17,Male,Arts_Science,N/A,Mathematics,Semester 1,84.29,6.63,78.52,6.9,6.15,4.47,6.43,Core_Subject_1,62.16,Core_Subject_2,55.39,Core_Subject_3,71.18,Language,71.85,Elective,79.78,59.19,5.92,C,78.79,Low_Risk
STU02899,Ishita Kumar,12,Other,School,State_Board,General,Class 6,84.91,4.15,60.06,7.07,3.96,4.91,7.27,Mathematics,59.44,Science,45.93,Social_Science,75.49,English,52.43,Second_Language,54.31,64.79,6.48,B,66.48,Medium_Risk
STU02900,Nikhil Nair,20,Other,Arts_Science,N/A,Physics,Semester 1,87.56,3.69,34.42,5.23,4.95,5.39,8.48,Core_Subject_1,50.0,Core_Subject_2,42.63,Core_Subject_3,42.99,Language,55.05,Elective,49.24,41.22,4.12,D,58.75,High_Risk
STU02901,Krishna Rao,29,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 1,74.6,5.84,100.0,4.82,5.28,2.17,4.93,Core_Subject_1,46.24,Core_Subject_2,67.14,Research_Methodology,68.43,Elective,66.58,Seminar,64.45,72.55,7.25,A,76.36,Low_Risk
STU02902,Karthik Pillai,16,Male,School,State_Board,General,Class 6,91.55,2.71,76.36,6.47,9.72,4.63,9.13,Mathematics,55.82,Science,63.34,Social_Science,75.5,English,66.23,Second_Language,48.79,61.29,6.13,B,69.58,Low_Risk
STU02903,Ishita Bansal,12,Female,School,CBSE,General,Class 8,85.62,1.92,92.99,7.02,7.86,1.62,9.32,Mathematics,84.69,Science,68.04,Social_Science,77.59,English,44.45,Second_Language,71.97,67.71,6.77,B,70.7,Low_Risk
STU02904,Ananya Gupta,23,Male,Diploma,N/A,Polytechnic - Computer,Semester 6,92.21,8.65,91.93,6.37,7.88,3.23,7.6,Core_Subject_1,75.55,Core_Subject_2,65.07,Laboratory,85.77,Workshop,74.22,Elective,68.98,69.21,6.92,B,89.14,Low_Risk
STU02905,Zara Sharma,29,Female,Postgraduate,N/A,MBA,Semester 1,66.41,0.0,94.8,5.79,6.79,1.54,7.02,Core_Subject_1,60.01,Core_Subject_2,51.53,Research_Methodology,79.45,Elective,48.09,Seminar,61.59,59.24,5.92,C,57.24,High_Risk
STU02906,Diya Bansal,23,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 7,56.9,1.16,58.93,6.1,4.4,1.37,7.21,Core_Subject_1,31.76,Core_Subject_2,36.36,Laboratory,53.8,Workshop,45.51,Elective,63.71,46.06,4.61,D,46.15,High_Risk
STU02907,Meera Nair,22,Male,Diploma,N/A,Polytechnic - Civil,Semester 7,97.42,5.19,80.9,7.34,5.07,5.94,5.96,Core_Subject_1,58.89,Core_Subject_2,51.91,Laboratory,73.17,Workshop,62.29,Elective,60.77,64.17,6.42,B,78.61,Low_Risk
STU02908,Vikram Malhotra,21,Male,Arts_Science,N/A,Psychology,Semester 2,94.06,6.3,50.66,7.54,6.09,0.82,5.53,Core_Subject_1,71.14,Core_Subject_2,71.43,Core_Subject_3,72.1,Language,66.96,Elective,72.73,58.94,5.89,C,76.53,Low_Risk
STU02909,Divya Mehta,17,Other,Diploma,N/A,Polytechnic - Civil,Semester 2,66.21,5.21,53.5,7.09,3.91,2.98,8.95,Core_Subject_1,61.63,Core_Subject_2,64.16,Laboratory,49.37,Workshop,75.17,Elective,54.18,56.29,5.63,C,62.13,Medium_Risk
STU02910,Vihaan Rao,14,Female,School,State_Board,General,Class 11,91.09,6.93,77.34,6.45,5.56,4.1,8.44,Mathematics,85.96,Science,60.97,Social_Science,61.32,English,73.57,Second_Language,69.59,64.04,6.4,B,82.24,Low_Risk
STU02911,Sara Desai,21,Male,Postgraduate,N/A,M.Com,Semester 3,81.25,5.71,100.0,8.93,10.0,1.27,8.71,Core_Subject_1,90.79,Core_Subject_2,76.82,Research_Methodology,68.01,Elective,56.42,Seminar,82.12,69.27,6.93,B,81.42,Low_Risk
STU02912,Neha Sharma,25,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 3,88.84,5.25,99.32,7.5,3.37,7.08,5.65,Core_Subject_1,79.45,Core_Subject_2,67.13,Research_Methodology,72.48,Elective,66.11,Seminar,49.49,62.25,6.22,B,80.82,Low_Risk
STU02913,Varun Rao,20,Female,Arts_Science,N/A,Mathematics,Semester 7,88.46,7.78,62.86,7.51,8.42,5.28,8.06,Core_Subject_1,63.5,Core_Subject_2,74.55,Core_Subject_3,67.72,Language,59.87,Elective,84.6,68.82,6.88,B,80.51,Low_Risk
STU02914,Vikram Agarwal,19,Other,Commerce,N/A,B.Com General,Semester 8,82.53,4.59,77.11,7.6,3.84,2.43,7.74,Accountancy,72.92,Business_Studies,68.15,Economics,36.21,Statistics,58.36,Elective,74.4,65.23,6.52,B,71.27,Low_Risk
STU02915,Yash Rao,20,Female,Diploma,N/A,Polytechnic - Mechanical,Semester 8,80.85,4.78,93.94,8.04,4.93,0.0,4.83,Core_Subject_1,82.29,Core_Subject_2,50.37,Laboratory,72.68,Workshop,84.5,Elective,73.27,73.46,7.35,A,77.2,Low_Risk
STU02916,Meera Rao,18,Female,Diploma,N/A,Polytechnic - Computer,Semester 1,59.38,3.07,89.6,6.11,6.0,1.78,8.78,Core_Subject_1,71.93,Core_Subject_2,63.69,Laboratory,60.55,Workshop,67.88,Elective,56.58,53.11,5.31,C,62.41,Medium_Risk
STU02917,Pooja Kapoor,27,Male,Postgraduate,N/A,M.A Economics,Semester 2,85.23,2.35,99.31,9.63,6.5,4.62,4.8,Core_Subject_1,63.97,Core_Subject_2,47.5,Research_Methodology,67.75,Elective,62.87,Seminar,66.83,68.9,6.89,B,71.01,Low_Risk
STU02918,Sara Patel,20,Other,Engineering,N/A,Electrical,Semester 6,90.9,2.21,59.48,5.78,8.46,4.34,5.24,Engineering_Mathematics,69.16,Programming,56.46,Data_Structures,66.95,DBMS,60.61,Operating_Systems,58.76,63.48,6.35,B,64.84,Medium_Risk
STU02919,Aarav Kapoor,29,Male,Postgraduate,N/A,MBA,Semester 1,50.43,6.34,74.66,5.65,4.64,5.21,7.78,Core_Subject_1,50.45,Core_Subject_2,74.1,Research_Methodology,46.48,Elective,48.12,Seminar,53.54,46.62,4.66,D,62.07,Medium_Risk
STU02920,Om Joshi,21,Other,Arts_Science,N/A,English Literature,Semester 6,73.11,1.62,86.84,8.82,4.79,4.37,6.49,Core_Subject_1,77.17,Core_Subject_2,51.88,Core_Subject_3,73.89,Language,70.74,Elective,57.79,57.73,5.77,C,63.58,Medium_Risk
STU02921,Zara Iyer,23,Male,Engineering,N/A,Electrical,Semester 1,83.69,0.69,67.58,3.97,7.89,5.86,7.67,Engineering_Mathematics,42.69,Programming,48.13,Data_Structures,57.02,DBMS,35.65,Operating_Systems,50.25,44.36,4.44,D,56.22,High_Risk
STU02922,Priya Nair,17,Female,Commerce,N/A,Banking,Semester 2,82.4,6.6,71.89,3.26,6.53,0.02,5.8,Accountancy,51.55,Business_Studies,56.45,Economics,40.74,Statistics,51.46,Elective,69.68,61.25,6.12,B,73.22,Low_Risk
STU02923,Om Malhotra,17,Female,School,CBSE,General,Class 12,65.07,0.0,78.94,4.86,6.43,3.26,6.21,Mathematics,48.98,Science,46.58,Social_Science,54.26,English,55.02,Second_Language,46.55,42.78,4.28,D,51.13,High_Risk
STU02924,Priya Menon,19,Male,Diploma,N/A,Polytechnic - Computer,Semester 3,97.63,7.0,83.34,7.68,7.79,4.38,8.7,Core_Subject_1,59.72,Core_Subject_2,65.17,Laboratory,80.38,Workshop,87.76,Elective,72.27,74.95,7.49,A,86.6,Low_Risk
STU02925,Sai Iyer,22,Male,Commerce,N/A,Accounting & Finance,Semester 2,69.77,3.32,90.0,7.72,8.06,4.44,5.55,Accountancy,85.18,Business_Studies,63.0,Economics,64.45,Statistics,57.08,Elective,48.23,72.11,7.21,A,66.62,Medium_Risk
STU02926,Sara Pillai,17,Other,Commerce,N/A,B.Com General,Semester 8,84.81,1.52,81.87,7.3,7.67,2.61,6.37,Accountancy,61.4,Business_Studies,69.09,Economics,76.75,Statistics,60.83,Elective,52.95,66.75,6.68,B,65.91,Medium_Risk
STU02927,Arjun Menon,22,Male,Postgraduate,N/A,M.Com,Semester 2,79.5,2.02,71.87,4.75,3.29,2.96,8.49,Core_Subject_1,56.91,Core_Subject_2,48.94,Research_Methodology,37.15,Elective,51.86,Seminar,47.48,54.61,5.46,C,59.36,High_Risk
STU02928,Siddharth Pillai,19,Female,Arts_Science,N/A,Psychology,Semester 7,68.82,5.54,57.16,6.88,5.27,5.23,8.13,Core_Subject_1,48.71,Core_Subject_2,66.65,Core_Subject_3,59.72,Language,60.96,Elective,51.31,58.54,5.85,C,63.73,Medium_Risk
STU02929,Aadhya Patel,26,Other,Postgraduate,N/A,M.A Economics,Semester 1,87.62,4.57,55.49,6.63,6.35,3.32,5.49,Core_Subject_1,65.58,Core_Subject_2,65.57,Research_Methodology,74.03,Elective,76.16,Seminar,56.24,58.68,5.87,C,70.08,Low_Risk
STU02930,Amit Kumar,22,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 8,77.15,5.43,90.48,6.73,1.27,1.46,5.26,Core_Subject_1,46.57,Core_Subject_2,73.84,Laboratory,66.06,Workshop,73.07,Elective,61.62,60.01,6.0,B,74.74,Low_Risk
STU02931,Krishna Pillai,22,Female,Postgraduate,N/A,M.Com,Semester 4,90.33,3.32,87.4,3.99,7.14,4.75,5.55,Core_Subject_1,76.1,Core_Subject_2,60.33,Research_Methodology,42.26,Elective,39.38,Seminar,34.73,57.81,5.78,C,70.04,Low_Risk
STU02932,Ananya Joshi,26,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 2,67.64,2.74,94.63,6.86,8.99,0.81,4.57,Core_Subject_1,54.99,Core_Subject_2,80.52,Research_Methodology,75.62,Elective,48.96,Seminar,42.54,51.19,5.12,C,64.58,Medium_Risk
STU02933,Reyansh Menon,14,Other,School,State_Board,General,Class 12,99.61,2.2,81.09,8.61,4.93,2.51,8.7,Mathematics,70.88,Science,61.67,Social_Science,73.45,English,57.93,Second_Language,54.65,57.25,5.73,C,72.5,Low_Risk
STU02934,Diya Iyer,22,Male,Engineering,N/A,Computer Science,Semester 7,91.89,7.57,80.55,9.14,2.99,6.14,10.0,Engineering_Mathematics,70.21,Programming,64.89,Data_Structures,62.72,DBMS,83.91,Operating_Systems,62.8,73.25,7.32,A,84.41,Low_Risk
STU02935,Aadhya Malhotra,20,Other,Engineering,N/A,Civil,Semester 2,78.33,3.68,78.7,6.69,9.43,6.56,5.95,Engineering_Mathematics,57.46,Programming,38.51,Data_Structures,74.51,DBMS,72.5,Operating_Systems,55.98,61.82,6.18,B,67.3,Medium_Risk
STU02936,Priya Mehta,23,Male,Diploma,N/A,Polytechnic - Computer,Semester 7,81.46,3.39,71.52,8.06,8.05,2.54,5.89,Core_Subject_1,75.41,Core_Subject_2,69.05,Laboratory,70.2,Workshop,69.03,Elective,79.65,64.91,6.49,B,69.44,Low_Risk
STU02937,Reyansh Verma,15,Male,School,State_Board,General,Class 11,68.69,5.37,83.4,6.44,7.88,6.13,7.87,Mathematics,65.64,Science,57.23,Social_Science,58.97,English,72.33,Second_Language,60.68,68.96,6.9,B,69.89,Low_Risk
STU02938,Ishaan Nair,21,Other,Commerce,N/A,Banking,Semester 1,85.19,6.7,89.41,8.06,5.53,5.37,9.79,Accountancy,74.13,Business_Studies,65.07,Economics,69.0,Statistics,77.28,Elective,80.3,77.03,7.7,A,82.73,Low_Risk
STU02939,Krishna Joshi,22,Female,Diploma,N/A,Polytechnic - Computer,Semester 6,61.88,2.41,75.84,6.6,6.84,2.02,7.12,Core_Subject_1,72.79,Core_Subject_2,60.29,Laboratory,70.57,Workshop,51.28,Elective,50.76,60.47,6.05,B,58.14,High_Risk
STU02940,Divya Kapoor,15,Female,School,State_Board,General,Class 8,100.0,6.83,61.06,6.72,8.95,3.27,8.02,Mathematics,67.44,Science,44.46,Social_Science,68.1,English,73.56,Second_Language,67.21,65.29,6.53,B,80.32,Low_Risk
STU02941,Riya Joshi,19,Female,Arts_Science,N/A,Psychology,Semester 1,86.53,5.72,58.3,6.18,9.02,6.63,6.5,Core_Subject_1,59.88,Core_Subject_2,84.35,Core_Subject_3,64.59,Language,69.31,Elective,69.65,66.12,6.61,B,73.62,Low_Risk
STU02942,Aarav Reddy,20,Other,Diploma,N/A,Polytechnic - Civil,Semester 5,89.89,4.01,54.5,5.13,10.0,2.81,7.38,Core_Subject_1,49.23,Core_Subject_2,50.45,Laboratory,56.73,Workshop,41.66,Elective,79.19,56.82,5.68,C,66.26,Medium_Risk
STU02943,Tanvi Patel,18,Male,Engineering,N/A,Electronics,Semester 1,80.04,2.59,61.12,7.2,7.88,4.0,7.98,Engineering_Mathematics,46.13,Programming,65.4,Data_Structures,51.08,DBMS,60.46,Operating_Systems,84.29,63.94,6.39,B,62.08,Medium_Risk
STU02944,Aanya Menon,23,Female,Commerce,N/A,B.Com General,Semester 3,72.41,3.16,91.63,4.1,4.75,2.69,5.07,Accountancy,52.75,Business_Studies,62.52,Economics,49.24,Statistics,35.34,Elective,62.97,54.64,5.46,C,64.71,Medium_Risk
STU02945,Amit Pillai,26,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 2,70.75,6.27,100.0,5.64,4.33,0.0,4.21,Core_Subject_1,78.0,Core_Subject_2,55.87,Research_Methodology,89.52,Elective,78.64,Seminar,76.43,61.38,6.14,B,79.35,Low_Risk
STU02946,Aditya Sharma,14,Female,School,ICSE,General,Class 10,93.91,3.29,72.44,5.65,9.81,4.44,7.27,Mathematics,57.06,Science,60.03,Social_Science,46.14,English,62.05,Second_Language,59.73,60.81,6.08,B,69.84,Low_Risk
STU02947,Aadhya Bansal,22,Male,Arts_Science,N/A,Chemistry,Semester 4,72.87,4.91,81.14,7.22,7.66,0.0,7.53,Core_Subject_1,64.88,Core_Subject_2,74.52,Core_Subject_3,66.67,Language,79.72,Elective,67.32,66.6,6.66,B,71.65,Low_Risk
STU02948,Riya Joshi,20,Female,Engineering,N/A,Electronics,Semester 3,92.05,4.75,50.39,8.16,4.29,1.39,6.82,Engineering_Mathematics,63.68,Programming,68.66,Data_Structures,64.55,DBMS,75.23,Operating_Systems,70.92,64.38,6.44,B,71.32,Low_Risk
STU02949,Nikhil Reddy,20,Female,Engineering,N/A,Civil,Semester 8,65.05,5.85,82.59,4.74,7.78,3.71,6.73,Engineering_Mathematics,67.56,Programming,74.74,Data_Structures,61.95,DBMS,53.24,Operating_Systems,41.92,64.9,6.49,B,68.89,Low_Risk
STU02950,Nikhil Gupta,22,Other,Postgraduate,N/A,MBA,Semester 4,87.87,1.49,64.64,7.07,6.69,4.29,7.33,Core_Subject_1,53.23,Core_Subject_2,56.63,Research_Methodology,62.82,Elective,44.45,Seminar,70.15,59.82,5.98,C,61.78,Medium_Risk
STU02951,Vivaan Bansal,21,Other,Engineering,N/A,Civil,Semester 7,81.99,3.15,66.61,9.4,3.56,0.0,6.07,Engineering_Mathematics,77.46,Programming,58.71,Data_Structures,71.76,DBMS,71.98,Operating_Systems,43.06,62.48,6.25,B,66.04,Medium_Risk
STU02952,Arjun Rao,21,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 8,66.44,3.25,73.52,5.92,7.72,2.56,8.05,Core_Subject_1,55.88,Core_Subject_2,65.67,Laboratory,54.83,Workshop,68.71,Elective,36.1,50.99,5.1,C,60.15,High_Risk
STU02953,Navya Patel,11,Male,School,ICSE,General,Class 8,88.27,4.62,43.3,6.09,9.1,2.21,9.74,Mathematics,68.92,Science,66.23,Social_Science,55.07,English,87.74,Second_Language,55.04,50.81,5.08,C,67.76,Medium_Risk
STU02954,Amit Nair,23,Other,Commerce,N/A,B.Com General,Semester 4,72.08,2.86,13.96,5.1,6.67,3.9,6.1,Accountancy,52.02,Business_Studies,60.19,Economics,57.24,Statistics,36.2,Elective,33.77,33.05,3.3,F,47.15,High_Risk
STU02955,Meera Sharma,18,Other,Engineering,N/A,Civil,Semester 1,84.15,4.23,82.75,5.79,5.42,1.62,6.72,Engineering_Mathematics,58.29,Programming,54.39,Data_Structures,65.5,DBMS,75.32,Operating_Systems,66.34,60.41,6.04,B,72.56,Low_Risk
STU02956,Sanjay Bansal,12,Female,School,ICSE,General,Class 6,86.18,5.83,86.99,6.53,8.41,3.25,4.7,Mathematics,82.44,Science,68.12,Social_Science,82.95,English,84.92,Second_Language,59.08,69.54,6.95,B,81.02,Low_Risk
STU02957,Om Verma,28,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 3,56.95,5.63,84.53,7.07,2.42,1.88,4.19,Core_Subject_1,54.87,Core_Subject_2,63.64,Research_Methodology,63.78,Elective,56.11,Seminar,67.1,55.31,5.53,C,66.2,Medium_Risk
STU02958,Karthik Nair,23,Other,Arts_Science,N/A,English Literature,Semester 7,76.38,6.82,100.0,8.44,5.59,2.73,7.93,Core_Subject_1,77.21,Core_Subject_2,78.32,Core_Subject_3,76.2,Language,80.39,Elective,63.34,77.59,7.76,A,82.54,Low_Risk
STU02959,Rahul Nair,12,Male,School,CBSE,General,Class 11,79.18,1.89,63.6,6.67,7.11,6.26,5.15,Mathematics,65.89,Science,63.07,Social_Science,56.05,English,52.43,Second_Language,52.31,58.25,5.82,C,59.64,High_Risk
STU02960,Zara Gupta,23,Female,Postgraduate,N/A,M.A Economics,Semester 2,79.31,6.77,78.91,7.47,6.49,1.1,6.41,Core_Subject_1,68.34,Core_Subject_2,77.81,Research_Methodology,63.97,Elective,54.54,Seminar,88.99,63.54,6.35,B,78.15,Low_Risk
STU02961,Rahul Sharma,21,Female,Arts_Science,N/A,Physics,Semester 8,86.08,5.15,75.13,6.03,4.29,4.75,9.19,Core_Subject_1,33.29,Core_Subject_2,48.97,Core_Subject_3,60.38,Language,62.06,Elective,68.92,62.46,6.25,B,71.72,Low_Risk
STU02962,Vivaan Desai,18,Other,Diploma,N/A,Polytechnic - Computer,Semester 1,88.41,4.88,33.61,3.8,4.93,4.23,6.44,Core_Subject_1,56.0,Core_Subject_2,55.73,Laboratory,61.14,Workshop,42.91,Elective,48.64,41.73,4.17,D,63.08,Medium_Risk
STU02963,Kavya Gupta,11,Female,School,CBSE,General,Class 12,80.4,7.39,96.32,6.32,6.4,1.59,7.28,Mathematics,91.11,Science,72.37,Social_Science,59.57,English,68.92,Second_Language,76.94,71.07,7.11,A,84.33,Low_Risk
STU02964,Ishita Singh,20,Female,Commerce,N/A,Economics,Semester 8,85.9,7.84,73.74,7.91,5.12,7.51,4.85,Accountancy,72.49,Business_Studies,76.24,Economics,50.42,Statistics,66.84,Elective,53.93,62.05,6.2,B,80.41,Low_Risk
STU02965,Amit Malhotra,17,Male,Engineering,N/A,Computer Science,Semester 7,96.35,7.3,28.7,7.78,7.66,2.88,6.3,Engineering_Mathematics,48.9,Programming,80.24,Data_Structures,71.41,DBMS,69.0,Operating_Systems,69.79,64.74,6.47,B,74.67,Low_Risk
STU02966,Om Joshi,22,Other,Arts_Science,N/A,Chemistry,Semester 6,73.19,4.52,40.57,6.33,5.96,3.24,5.94,Core_Subject_1,50.15,Core_Subject_2,46.31,Core_Subject_3,84.25,Language,51.12,Elective,58.98,54.27,5.43,C,59.57,High_Risk
STU02967,Arjun Bansal,19,Male,Diploma,N/A,Polytechnic - Computer,Semester 6,79.68,4.86,63.46,5.47,7.32,4.8,5.84,Core_Subject_1,55.22,Core_Subject_2,78.8,Laboratory,64.54,Workshop,49.75,Elective,53.19,57.67,5.77,C,67.8,Medium_Risk
STU02968,Zara Reddy,26,Female,Postgraduate,N/A,M.A Economics,Semester 3,74.54,6.9,38.89,8.12,7.39,0.0,7.6,Core_Subject_1,62.74,Core_Subject_2,77.9,Research_Methodology,66.52,Elective,80.66,Seminar,70.33,45.9,4.59,D,69.03,Low_Risk
STU02969,Ananya Malhotra,14,Male,School,ICSE,General,Class 8,67.76,4.86,63.91,3.71,8.74,2.01,6.55,Mathematics,38.08,Science,70.51,Social_Science,53.9,English,59.56,Second_Language,44.58,55.2,5.52,C,61.97,Medium_Risk
STU02970,Shreya Sharma,13,Female,School,State_Board,General,Class 9,100.0,7.75,63.06,5.9,8.87,4.59,7.65,Mathematics,57.85,Science,68.2,Social_Science,71.45,English,70.54,Second_Language,68.98,60.84,6.08,B,83.85,Low_Risk
STU02971,Ishita Malhotra,21,Female,Arts_Science,N/A,English Literature,Semester 1,77.29,5.93,96.47,8.19,7.32,4.4,5.52,Core_Subject_1,67.76,Core_Subject_2,81.9,Core_Subject_3,87.34,Language,71.89,Elective,53.83,68.58,6.86,B,79.31,Low_Risk
STU02972,Krishna Verma,23,Female,Commerce,N/A,Economics,Semester 4,58.44,7.45,50.12,5.46,5.31,3.44,6.49,Accountancy,58.39,Business_Studies,45.32,Economics,35.35,Statistics,48.98,Elective,57.01,30.03,3.0,F,61.36,Medium_Risk
STU02973,Arjun Joshi,21,Other,Engineering,N/A,Civil,Semester 4,61.3,1.96,42.16,6.5,1.44,0.0,7.51,Engineering_Mathematics,65.52,Programming,59.55,Data_Structures,44.2,DBMS,54.16,Operating_Systems,58.98,48.78,4.88,D,48.91,High_Risk
